"CCAA","PROV","SEXO","EDAD","P1","P2","P3","P3A","P5_1","P5_2","P5_3","P5_4","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7","P7","P8","P9","P10","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P11_8","P11_9","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12_8","P12_9","P12_10","P12_11","P12_12","P12_13","P12_14","P12_15","P14A","P14B","P16A","P16B","P18","P26","P27","P28","P29","P30","P13_dolores","impacto_raw","impacto_salud_mental"
"Madrid","Madrid","Mujer",58,2,2,1,2,3,3,3,3,3,4,4,3,4,1,1,1,1,1,1,1,3,1,1,1,4,3,3,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,103,"Moderada Afectación"
"Madrid","Madrid","Mujer",52,1,2,2,1,1,1,1,1,1,2,2,2,1,3,3,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,5,1,2,1,3,1,1,2,2,2,2,2,2,1,2,1,83,"Alta Afectación"
"Madrid","Madrid","Hombre",53,1,2,1,1,3,4,3,4,3,4,4,4,3,3,4,3,2,3,2,4,3,4,3,4,4,4,3,3,3,5,3,3,3,3,5,5,5,3,3,3,5,5,5,2,2,2,2,1,2,2,2,2,2,1,165,"Baja Afectación"
"Madrid","Madrid","Mujer",46,2,2,2,2,4,3,3,4,2,4,4,2,2,2,1,1,2,1,1,3,3,3,2,2,2,3,3,2,3,4,1,1,2,1,4,2,1,3,3,1,1,1,3,1,1,2,1,1,2,2,2,2,2,1,115,"Moderada Afectación"
"Madrid","Madrid","Hombre",48,1,2,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,3,3,1,3,1,3,1,1,3,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,81,"Alta Afectación"
"Madrid","Madrid","Mujer",58,4,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,2,2,2,2,2,2,2,192,"Baja Afectación"
"Madrid","Madrid","Mujer",50,1,2,2,2,2,2,2,3,1,1,3,1,1,2,1,1,1,2,2,3,3,1,3,3,1,1,1,1,2,2,2,2,2,2,2,4,2,5,5,2,5,2,2,1,1,1,2,1,2,2,2,2,2,1,107,"Moderada Afectación"
"Madrid","Madrid","Mujer",62,2,2,2,2,4,4,3,4,4,4,4,3,4,3,4,3,2,1,2,4,4,4,3,4,3,4,3,3,3,3,3,5,3,3,4,5,4,5,3,3,4,4,2,2,1,1,1,2,2,2,2,2,2,1,161,"Baja Afectación"
"Madrid","Madrid","Mujer",39,1,2,2,2,3,4,2,4,2,4,4,3,3,4,4,1,1,1,2,3,4,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,5,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,115,"Moderada Afectación"
"Madrid","Madrid","Hombre",42,1,2,2,2,1,2,3,4,3,4,4,1,1,1,1,1,1,1,2,2,3,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,90,"Alta Afectación"
"Madrid","Madrid","Hombre",55,1,2,2,1,4,4,4,4,1,4,4,4,2,2,2,3,2,1,2,2,4,2,2,4,3,4,4,3,2,3,2,2,2,3,3,5,3,5,2,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,139,"Moderada Afectación"
"Madrid","Madrid","Hombre",58,1,2,2,1,3,4,4,4,3,4,4,4,4,4,4,1,1,3,2,4,4,4,4,3,4,4,4,3,4,5,2,2,2,2,2,2,2,5,5,2,4,4,4,2,2,2,2,2,2,2,2,2,2,1,157,"Baja Afectación"
"Madrid","Madrid","Mujer",35,2,2,2,2,3,3,3,4,4,4,4,3,3,3,3,1,1,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,4,4,2,2,2,2,1,2,2,2,2,2,2,1,133,"Moderada Afectación"
"Madrid","Madrid","Hombre",65,1,2,2,2,3,2,3,1,1,3,2,3,3,1,1,1,1,1,1,1,2,2,1,1,2,3,2,1,1,3,1,1,1,1,2,2,1,5,5,5,2,1,2,2,1,2,2,2,2,2,2,1,1,1,100,"Moderada Afectación"
"Madrid","Madrid","Hombre",23,3,2,2,2,3,2,4,4,4,4,4,4,4,4,4,3,2,1,2,4,3,4,3,4,4,4,4,4,4,5,2,2,4,4,5,5,2,5,5,4,4,2,5,2,2,2,1,2,2,2,2,2,2,2,171,"Baja Afectación"
"Madrid","Madrid","Mujer",27,3,2,2,2,3,2,2,3,3,4,4,3,3,4,4,1,2,1,2,3,2,4,4,3,1,1,3,3,3,5,1,1,1,1,4,4,1,1,1,1,3,5,4,1,2,2,2,2,2,2,2,2,2,1,130,"Moderada Afectación"
"Madrid","Madrid","Hombre",45,1,2,2,1,2,2,1,1,2,4,2,1,1,1,1,1,1,3,1,2,2,2,4,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,83,"Alta Afectación"
"Madrid","Madrid","Hombre",24,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,2,2,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,155,"Baja Afectación"
"Madrid","Madrid","Hombre",63,2,2,2,2,3,3,3,3,3,4,4,4,4,3,3,3,2,2,2,3,2,3,4,4,4,4,3,3,3,5,2,2,2,4,4,4,3,5,5,3,5,3,2,2,2,2,2,2,2,2,2,2,2,1,157,"Baja Afectación"
"Madrid","Madrid","Hombre",47,1,2,1,1,3,2,2,2,1,4,1,1,1,4,3,1,2,3,1,3,3,2,4,4,3,2,3,1,1,2,1,1,2,1,5,5,2,1,1,2,5,3,2,1,1,2,2,1,2,2,2,2,2,1,113,"Moderada Afectación"
"Madrid","Madrid","Hombre",49,2,2,2,2,4,3,2,4,2,4,3,3,2,2,2,1,1,1,1,4,3,2,4,1,4,2,3,2,1,5,1,1,2,2,3,1,1,4,4,1,4,1,1,2,1,2,2,1,2,2,2,2,2,1,119,"Moderada Afectación"
"Madrid","Madrid","Mujer",43,2,2,2,1,2,2,2,2,3,3,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,2,1,1,1,1,2,1,81,"Alta Afectación"
"Madrid","Madrid","Hombre",33,3,2,2,2,3,4,4,4,3,4,4,4,4,3,3,3,1,1,2,4,4,4,4,4,3,4,4,4,2,3,1,1,1,1,4,1,1,5,5,1,5,1,1,2,2,2,2,2,2,2,2,2,2,1,145,"Baja Afectación"
"Madrid","Madrid","Mujer",48,1,2,2,2,2,2,4,4,4,4,3,3,1,1,3,1,2,1,2,1,1,3,3,1,3,1,3,1,3,4,1,2,2,2,4,4,1,1,1,1,3,2,2,1,1,2,2,1,1,1,1,2,2,1,109,"Moderada Afectación"
"Madrid","Madrid","Hombre",73,3,2,2,2,4,4,4,4,3,4,4,4,4,3,4,3,2,1,2,4,4,4,4,4,4,4,4,4,4,4,2,5,3,5,5,3,3,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,181,"Baja Afectación"
"Madrid","Madrid","Hombre",84,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,192,"Baja Afectación"
"Madrid","Madrid","Mujer",40,2,1,2,1,3,3,4,4,3,3,4,4,2,3,2,1,1,3,2,3,3,4,1,4,4,4,3,3,3,4,3,3,2,2,3,1,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,2,1,129,"Moderada Afectación"
"Madrid","Madrid","Mujer",66,2,2,1,1,3,2,2,2,3,4,4,2,2,2,2,1,1,1,2,3,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,100,"Moderada Afectación"
"Madrid","Madrid","Hombre",31,2,2,2,1,3,3,1,1,3,4,1,4,4,2,3,1,2,3,2,1,1,1,3,1,4,1,1,1,4,5,2,4,4,4,5,5,4,1,1,5,3,4,4,2,1,2,2,2,2,2,2,2,2,1,133,"Moderada Afectación"
"Madrid","Madrid","Hombre",43,3,2,2,1,3,4,4,4,4,4,4,4,4,3,3,1,1,1,2,4,3,3,4,3,4,4,3,3,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,125,"Moderada Afectación"
"Madrid","Madrid","Mujer",55,2,2,2,2,4,4,3,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,3,4,4,4,4,2,4,4,4,2,2,2,4,2,5,5,5,4,2,2,2,1,2,2,2,2,2,2,2,2,1,161,"Baja Afectación"
"Madrid","Madrid","Hombre",20,1,2,2,2,2,2,4,4,2,4,4,3,2,4,3,1,1,1,2,3,2,3,4,1,3,4,3,4,2,4,1,1,1,1,4,4,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,119,"Moderada Afectación"
"Madrid","Madrid","Hombre",62,2,2,1,1,2,2,2,4,1,3,2,2,2,1,2,1,1,3,1,2,3,3,3,3,4,2,2,2,1,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,109,"Moderada Afectación"
"Madrid","Madrid","Hombre",23,1,2,2,2,4,1,1,1,3,3,4,4,1,1,1,1,1,1,2,3,3,1,1,1,3,3,3,1,1,2,1,1,2,1,2,2,1,1,2,1,3,1,2,2,1,2,2,2,1,2,2,2,2,1,97,"Moderada Afectación"
"Madrid","Madrid","Hombre",67,2,2,2,2,2,1,3,3,3,4,4,4,4,2,2,1,2,1,2,3,3,3,3,3,4,4,3,3,2,2,2,2,2,1,2,2,2,5,2,2,2,4,2,2,2,2,1,2,2,2,2,2,2,1,129,"Moderada Afectación"
"Madrid","Madrid","Mujer",69,2,2,2,2,3,3,4,3,2,4,4,4,3,2,4,3,2,2,2,4,3,4,3,3,4,4,4,4,3,2,2,1,1,1,4,2,4,5,5,1,3,2,2,2,2,1,2,2,2,2,2,2,2,1,144,"Baja Afectación"
"Madrid","Madrid","Mujer",44,3,2,2,2,3,3,4,4,4,4,4,4,4,3,4,3,2,1,2,4,3,4,4,4,3,4,3,3,5,5,3,3,5,3,5,5,3,5,3,5,5,5,5,2,2,2,2,1,2,2,2,2,2,2,176,"Baja Afectación"
"Madrid","Madrid","Mujer",57,2,2,2,1,4,4,4,4,2,4,4,4,4,1,1,1,2,1,2,4,3,4,1,3,3,4,3,4,2,3,3,3,2,2,3,3,5,5,3,5,5,3,3,1,2,2,2,2,1,2,1,2,2,1,146,"Baja Afectación"
"Madrid","Madrid","Hombre",49,1,2,2,1,4,3,4,4,4,4,4,4,4,3,4,1,1,3,2,4,3,3,4,3,4,4,4,4,2,2,2,2,2,2,2,5,5,5,2,2,5,3,2,1,1,1,2,2,1,2,1,2,2,2,148,"Baja Afectación"
"Madrid","Madrid","Hombre",38,3,2,2,2,4,3,4,4,3,4,4,4,4,1,3,3,2,1,2,4,4,4,4,4,4,4,4,4,4,5,1,5,3,5,5,5,2,5,5,5,5,4,5,2,2,2,2,2,2,2,2,2,2,2,177,"Baja Afectación"
"Madrid","Madrid","Hombre",30,3,2,2,2,3,3,3,4,4,4,4,4,4,3,3,3,2,2,2,4,4,4,3,3,3,3,4,3,5,5,1,2,3,4,3,1,3,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,1,149,"Baja Afectación"
"Madrid","Madrid","Hombre",52,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,4,4,2,2,4,4,2,4,4,2,4,4,4,2,2,2,2,1,2,2,2,2,2,2,171,"Baja Afectación"
"Madrid","Madrid","Mujer",62,1,2,2,1,3,4,3,4,3,3,4,2,3,4,4,1,1,3,2,3,3,2,4,3,4,3,4,3,1,3,2,2,1,3,3,5,2,5,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,131,"Moderada Afectación"
"Madrid","Madrid","Hombre",51,1,1,2,2,3,4,4,4,3,3,4,3,1,1,1,1,1,1,2,4,3,3,4,4,4,3,4,3,3,5,2,1,2,2,5,1,2,3,3,2,5,2,3,2,2,2,2,1,1,2,2,2,2,1,134,"Moderada Afectación"
"Madrid","Madrid","Mujer",33,3,2,2,1,3,4,3,4,3,4,4,3,1,1,1,1,1,1,1,3,3,3,3,4,4,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,1,1,1,1,1,2,1,108,"Moderada Afectación"
"Madrid","Madrid","Mujer",40,2,2,2,1,3,3,3,3,3,3,4,3,3,3,3,1,2,1,1,3,3,3,3,3,4,3,3,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,127,"Moderada Afectación"
"Madrid","Madrid","Hombre",50,2,2,1,1,4,4,4,4,4,4,4,4,3,1,4,3,2,3,2,4,4,4,4,4,4,4,4,4,1,3,1,1,1,1,3,3,3,1,1,1,1,3,1,2,1,2,2,2,2,2,2,2,1,2,137,"Moderada Afectación"
"Madrid","Madrid","Hombre",56,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,3,5,3,5,2,5,5,5,1,5,5,2,5,5,5,2,2,1,2,2,2,2,2,2,2,1,177,"Baja Afectación"
"Madrid","Madrid","Mujer",39,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,63,"Alta Afectación"
"Madrid","Madrid","Hombre",47,1,2,2,2,3,4,3,4,4,4,4,3,4,4,4,1,2,2,2,4,4,4,3,4,3,4,3,4,3,5,3,5,2,3,5,3,3,5,5,2,5,5,3,2,1,2,2,1,2,2,2,2,2,1,164,"Baja Afectación"
"Madrid","Madrid","Mujer",30,1,2,2,2,4,4,3,3,4,4,4,4,4,2,3,1,1,1,2,4,4,3,3,4,4,3,3,3,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,126,"Moderada Afectación"
"Madrid","Madrid","Mujer",39,1,2,2,1,4,3,3,4,3,4,4,4,4,4,4,1,1,1,2,3,4,3,4,4,4,3,4,4,3,5,1,1,3,1,3,3,1,3,1,1,5,5,3,2,1,2,1,1,1,2,2,2,2,1,141,"Baja Afectación"
"Madrid","Madrid","Mujer",54,1,2,2,2,2,2,3,4,3,4,4,2,3,2,2,1,2,1,2,3,3,2,2,4,3,3,3,4,2,4,2,1,2,1,3,4,2,5,3,3,2,5,5,2,1,1,2,2,2,2,2,2,2,1,134,"Moderada Afectación"
"Madrid","Madrid","Hombre",30,4,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,4,5,1,2,5,1,5,5,1,5,5,1,5,3,5,2,2,2,2,1,2,2,2,2,2,1,170,"Baja Afectación"
"Madrid","Madrid","Mujer",59,1,2,2,1,1,3,3,4,2,4,4,4,4,2,1,1,1,3,2,4,3,4,4,3,4,4,3,3,2,3,3,2,1,2,2,2,2,5,5,5,3,3,2,1,1,2,2,2,2,2,2,2,2,2,139,"Moderada Afectación"
"Madrid","Madrid","Mujer",46,3,2,2,2,3,3,3,3,3,4,4,4,3,3,3,1,1,2,2,3,3,4,3,3,4,3,3,3,2,4,2,2,2,2,4,2,2,2,2,5,5,2,4,1,1,2,2,1,2,2,2,2,2,1,140,"Moderada Afectación"
"Madrid","Madrid","Mujer",72,1,2,2,2,4,4,4,4,1,4,4,4,3,4,4,1,1,1,2,4,4,4,3,4,4,4,4,4,1,1,1,1,3,5,1,1,1,5,5,5,5,1,1,1,2,1,2,2,1,2,2,2,2,2,143,"Baja Afectación"
"Madrid","Madrid","Hombre",76,1,2,2,2,4,2,4,2,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,184,"Baja Afectación"
"Madrid","Madrid","Mujer",51,2,2,2,2,3,2,2,3,2,4,3,4,3,3,4,1,1,1,1,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,101,"Moderada Afectación"
"Madrid","Madrid","Hombre",22,1,2,2,2,4,3,3,4,2,2,4,3,2,3,3,1,1,1,2,3,3,4,4,2,4,3,2,3,2,5,2,2,1,5,3,1,5,5,2,1,5,5,5,2,1,2,1,2,2,2,2,2,1,1,140,"Moderada Afectación"
"Madrid","Madrid","Hombre",50,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,3,3,4,4,4,4,1,3,1,3,2,2,2,1,1,1,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,1,141,"Baja Afectación"
"Madrid","Madrid","Hombre",47,2,2,2,1,4,4,4,4,3,4,4,4,4,3,3,1,1,1,2,4,4,4,4,3,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,2,2,2,2,2,2,126,"Moderada Afectación"
"Madrid","Madrid","Hombre",55,3,2,2,2,1,3,2,2,3,4,2,2,2,1,1,3,2,1,2,3,3,4,2,4,4,4,2,2,3,3,1,1,1,1,5,5,1,5,5,1,5,5,1,2,1,1,2,2,2,2,2,2,2,1,130,"Moderada Afectación"
"Madrid","Madrid","Mujer",33,2,2,1,1,1,1,2,4,3,3,4,4,3,1,3,3,1,2,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,3,5,1,1,1,1,1,3,1,1,2,1,2,2,2,2,2,2,1,99,"Moderada Afectación"
"Madrid","Madrid","Hombre",35,2,2,2,2,3,3,3,4,3,4,4,3,4,4,4,1,1,1,2,4,4,3,4,3,4,4,2,4,3,4,2,2,3,2,4,2,1,5,5,4,4,1,4,2,1,2,2,1,2,2,2,2,2,1,149,"Baja Afectación"
"Madrid","Madrid","Hombre",61,1,2,2,1,4,4,4,4,4,4,4,4,3,4,4,3,2,1,2,4,4,4,4,3,4,4,3,3,3,5,1,1,1,1,2,1,1,2,2,1,5,1,2,1,2,2,1,2,2,2,2,2,2,1,138,"Moderada Afectación"
"Madrid","Madrid","Mujer",66,1,2,2,2,3,4,4,4,3,4,4,4,4,4,4,1,1,1,2,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,156,"Baja Afectación"
"Madrid","Madrid","Mujer",45,1,2,1,1,3,3,3,2,3,4,4,3,3,4,4,1,1,1,2,4,4,3,4,4,3,3,3,3,1,1,1,1,2,4,1,2,1,4,3,1,4,1,1,1,1,2,2,1,1,2,2,2,1,1,121,"Moderada Afectación"
"Madrid","Madrid","Mujer",58,2,2,2,2,1,2,4,4,4,4,4,3,4,1,4,3,2,1,2,4,2,3,3,3,4,3,3,3,4,4,3,3,2,4,5,4,1,5,5,5,2,2,2,2,1,2,1,2,2,2,1,2,2,1,148,"Baja Afectación"
"Madrid","Madrid","Mujer",58,4,2,2,1,4,4,4,4,2,4,4,4,4,3,4,1,2,1,2,4,4,4,4,3,4,4,4,4,3,4,3,3,2,2,5,2,3,5,5,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,166,"Baja Afectación"
"Madrid","Madrid","Mujer",52,1,2,2,1,1,3,3,3,4,4,4,4,4,4,4,1,1,3,1,4,4,3,4,3,4,3,3,3,1,5,1,1,1,1,4,1,1,4,4,1,4,1,1,2,1,2,2,1,2,2,2,2,2,1,131,"Moderada Afectación"
"Madrid","Madrid","Hombre",29,2,2,2,2,3,4,3,4,3,4,4,4,3,3,4,1,2,1,2,4,4,3,3,4,3,3,2,3,2,3,2,2,3,2,3,3,2,4,4,2,3,4,4,2,1,1,1,2,2,2,2,2,2,2,144,"Baja Afectación"
"Madrid","Madrid","Mujer",37,2,2,2,2,1,2,3,3,3,4,4,3,3,4,4,1,2,1,2,4,3,3,3,3,3,3,3,3,3,5,3,1,1,3,5,4,1,3,3,1,3,1,1,1,2,2,2,2,1,2,2,2,2,1,133,"Moderada Afectación"
"Madrid","Madrid","Mujer",20,2,2,2,1,1,1,1,1,3,4,4,4,4,4,3,1,2,1,1,1,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,112,"Moderada Afectación"
"Madrid","Madrid","Mujer",45,2,2,2,2,3,4,4,4,3,4,4,3,3,2,3,1,1,1,2,3,3,3,3,3,4,3,3,4,2,5,1,1,1,1,1,1,2,5,5,5,2,2,2,1,1,2,2,1,2,2,2,2,2,1,133,"Moderada Afectación"
"Madrid","Madrid","Hombre",40,1,2,1,1,3,4,4,4,3,4,4,4,3,4,4,1,1,1,2,4,4,1,4,4,3,4,4,1,3,4,1,3,3,1,3,3,1,4,4,1,4,4,3,2,2,2,1,1,2,2,2,2,2,1,141,"Baja Afectación"
"Madrid","Madrid","Hombre",22,2,2,2,2,3,3,3,2,1,3,1,1,3,4,2,1,1,1,1,1,1,1,3,3,4,1,1,1,2,4,1,2,2,2,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,96,"Moderada Afectación"
"Madrid","Madrid","Hombre",37,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,3,4,3,4,4,3,4,4,2,2,2,2,5,5,2,5,5,2,2,2,5,2,2,2,2,1,2,2,2,2,2,1,157,"Baja Afectación"
"Madrid","Madrid","Hombre",27,3,2,2,1,3,3,4,4,4,4,4,4,4,3,4,3,2,1,2,4,3,4,4,3,4,4,4,3,3,4,2,3,2,2,4,5,4,5,4,4,5,2,4,2,2,2,2,2,2,2,2,2,2,2,165,"Baja Afectación"
"Madrid","Madrid","Mujer",56,1,2,2,2,3,3,4,4,4,4,4,3,4,4,4,1,1,1,2,3,4,3,4,2,3,3,3,2,2,4,1,1,3,1,3,2,2,2,3,1,4,3,3,2,2,2,1,2,1,2,1,2,2,1,133,"Moderada Afectación"
"Madrid","Madrid","Mujer",41,1,2,2,1,1,3,1,4,3,4,4,3,2,2,2,1,1,1,2,2,2,4,1,4,2,4,2,2,3,5,1,2,2,1,3,4,1,5,4,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,117,"Moderada Afectación"
"Madrid","Madrid","Mujer",61,2,2,2,2,1,3,3,3,3,4,4,3,2,1,4,3,2,1,2,3,3,4,4,2,4,3,4,3,2,4,2,2,2,1,1,1,2,5,5,2,4,2,1,2,2,1,2,2,2,2,2,2,2,1,133,"Moderada Afectación"
"Madrid","Madrid","Hombre",57,3,2,2,2,4,4,4,4,4,4,4,4,4,3,3,1,1,1,2,3,4,4,4,4,4,4,4,4,3,5,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,162,"Baja Afectación"
"Madrid","Madrid","Mujer",42,3,2,2,2,3,3,3,4,3,4,4,4,3,4,4,1,2,1,2,4,3,3,3,4,3,3,4,3,2,4,2,2,2,2,4,4,2,4,4,3,4,2,2,2,1,2,2,2,2,2,2,2,2,1,147,"Baja Afectación"
"Madrid","Madrid","Hombre",45,3,2,2,1,3,3,3,4,3,4,4,4,3,4,4,3,2,1,2,3,4,3,4,3,4,3,4,3,3,5,2,5,2,2,5,3,2,5,2,2,5,5,2,2,1,2,2,1,1,2,2,2,2,1,154,"Baja Afectación"
"Madrid","Madrid","Mujer",39,2,2,1,1,3,3,2,4,3,4,4,4,4,1,4,3,2,3,2,3,4,4,4,2,2,4,2,4,2,5,2,2,2,2,2,5,5,2,2,5,5,2,2,1,1,2,2,1,1,2,2,2,2,1,143,"Baja Afectación"
"Madrid","Madrid","Mujer",31,1,2,1,1,1,3,3,4,3,4,4,3,3,4,4,1,2,3,2,3,3,4,4,3,4,4,3,3,3,5,2,2,2,5,3,2,3,5,5,2,5,3,2,1,1,1,1,2,2,2,2,2,2,1,146,"Baja Afectación"
"Madrid","Madrid","Mujer",45,1,2,2,2,3,4,3,4,4,4,4,4,4,4,4,1,1,1,2,3,3,2,2,2,3,3,2,3,2,4,1,2,2,2,4,2,4,5,5,3,5,2,4,2,2,2,2,1,2,2,2,2,2,1,144,"Baja Afectación"
"Madrid","Madrid","Hombre",52,1,1,2,2,3,3,1,3,1,3,3,2,2,2,3,3,2,1,1,3,3,3,3,4,2,2,1,2,3,4,1,1,1,1,4,5,1,5,5,2,4,2,2,1,1,2,2,2,2,2,2,1,2,1,121,"Moderada Afectación"
"Madrid","Madrid","Mujer",52,2,2,1,1,1,1,1,4,2,4,3,2,2,1,2,1,1,3,2,1,1,1,4,3,4,2,2,2,2,5,2,2,2,2,1,1,5,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,103,"Moderada Afectación"
"Madrid","Madrid","Mujer",24,3,2,2,1,3,3,3,3,4,2,4,3,3,3,3,1,1,1,2,3,2,2,4,2,4,3,2,2,3,4,2,2,4,2,4,4,4,2,2,2,3,3,3,1,2,2,2,1,2,2,2,2,2,2,135,"Moderada Afectación"
"Madrid","Madrid","Mujer",32,1,2,2,1,2,3,2,2,3,4,3,2,3,2,3,1,2,1,2,2,3,2,4,2,2,2,2,2,3,5,1,1,2,1,4,3,1,1,3,3,3,3,1,1,1,2,2,2,1,2,2,2,2,1,115,"Moderada Afectación"
"Madrid","Madrid","Mujer",53,2,2,2,2,4,3,3,3,2,4,4,3,4,2,4,1,1,1,1,1,1,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,99,"Moderada Afectación"
"Madrid","Madrid","Mujer",40,1,2,1,1,2,2,2,3,3,4,3,3,2,2,2,3,2,1,1,3,3,2,4,2,2,2,2,2,3,3,2,2,2,1,3,2,2,4,4,4,4,2,2,1,1,2,2,1,1,2,2,2,2,1,119,"Moderada Afectación"
"Madrid","Madrid","Mujer",20,1,2,2,1,3,3,3,3,2,3,3,3,2,2,2,1,1,1,1,3,3,2,3,3,3,3,2,2,2,4,1,1,1,1,1,4,1,5,5,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,112,"Moderada Afectación"
"Madrid","Madrid","Mujer",47,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,1,1,3,2,4,4,4,4,3,4,4,4,4,3,5,3,5,3,3,3,3,4,5,5,5,5,4,5,2,2,2,2,1,2,2,2,2,2,1,174,"Baja Afectación"
"Madrid","Madrid","Mujer",51,2,2,2,2,3,3,4,4,4,4,4,3,3,4,4,1,1,1,2,4,3,4,3,3,4,4,4,3,3,4,2,2,1,1,3,2,1,5,5,3,3,2,3,1,1,2,2,2,2,2,2,2,2,1,144,"Baja Afectación"
"Madrid","Madrid","Hombre",47,3,2,1,1,1,3,4,4,3,4,4,4,3,4,4,1,2,3,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,4,4,1,5,5,1,5,5,4,2,1,2,2,1,2,2,2,2,2,1,151,"Baja Afectación"
"Madrid","Madrid","Mujer",78,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,4,2,5,5,5,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,85,"Alta Afectación"
